alternatives	bachelor	course	discipline	elective	group_id	outcome	payed	person_id	session_id
bef6ebe150c07a8e0a6b0450743f74b2;72b43e9f46227da13314d9770c5666f2	True	4	72b43e9f46227da13314d9770c5666f2	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
fbba6b4e71e11ad63cc76f333ee6ad13;dd9b3a679393a9d2272766ee9140141c	True	4	fbba6b4e71e11ad63cc76f333ee6ad13	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
5109d0b1a258c25b294da8f507f71808;4aecd0ee14c4d64dfe9395b5a99e5526	True	4	5109d0b1a258c25b294da8f507f71808	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
5109d0b1a258c25b294da8f507f71808;4aecd0ee14c4d64dfe9395b5a99e5526	True	4	4aecd0ee14c4d64dfe9395b5a99e5526	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	804a4d262632d637d36b7352cf47d842	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	35f4ab47cd701809bd5064d18a9f4e82	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
	True	4	6f9d91db3bce5d1547f9cd75e05ee6e9	False	e5b95c21a000aac3cf564432f0278ed3	4	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	5c846346a5ee0bbdb42422b3c0cd0572	True	e5b95c21a000aac3cf564432f0278ed3	2/2/3	True	443e022beebc727580c23b70e84c8bbd	17-18-winter
	True	4	b10671aeb5ab5d3a6163cc2ea99a5516	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
	True	4	dc9b961b80973402dd7f9cbe0f4ec5d3	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
bef6ebe150c07a8e0a6b0450743f74b2;72b43e9f46227da13314d9770c5666f2	True	4	72b43e9f46227da13314d9770c5666f2	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
fbba6b4e71e11ad63cc76f333ee6ad13;dd9b3a679393a9d2272766ee9140141c	True	4	fbba6b4e71e11ad63cc76f333ee6ad13	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
5109d0b1a258c25b294da8f507f71808;4aecd0ee14c4d64dfe9395b5a99e5526	True	4	5109d0b1a258c25b294da8f507f71808	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
5109d0b1a258c25b294da8f507f71808;4aecd0ee14c4d64dfe9395b5a99e5526	True	4	4aecd0ee14c4d64dfe9395b5a99e5526	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	35f4ab47cd701809bd5064d18a9f4e82	True	e5b95c21a000aac3cf564432f0278ed3	ня/зач	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	5c846346a5ee0bbdb42422b3c0cd0572	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
6074b83434be485d2655787ce0d7af14;feb58cfc2055090b2af111db634331de	True	4	feb58cfc2055090b2af111db634331de	True	e5b95c21a000aac3cf564432f0278ed3	3	True	d6ecab14364a810a02b7bf935542120e	17-18-winter
	True	4	916e290b01cc693ea256c0adf6752323	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
	True	4	dc9b961b80973402dd7f9cbe0f4ec5d3	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
fbba6b4e71e11ad63cc76f333ee6ad13;dd9b3a679393a9d2272766ee9140141c	True	4	fbba6b4e71e11ad63cc76f333ee6ad13	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	804a4d262632d637d36b7352cf47d842	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	35f4ab47cd701809bd5064d18a9f4e82	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
	True	4	6f9d91db3bce5d1547f9cd75e05ee6e9	False	e5b95c21a000aac3cf564432f0278ed3	3	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	5c846346a5ee0bbdb42422b3c0cd0572	True	e5b95c21a000aac3cf564432f0278ed3	2/2/3	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	e774668988753a026cb2c4623e3bbafc	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
6074b83434be485d2655787ce0d7af14;feb58cfc2055090b2af111db634331de	True	4	feb58cfc2055090b2af111db634331de	True	e5b95c21a000aac3cf564432f0278ed3	3	True	b7b1d00e9026d802dd92f7d047a911d0	17-18-winter
	True	4	c38bb5e733d4f7483bfa23f208a130b3	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
	True	4	b10671aeb5ab5d3a6163cc2ea99a5516	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
	True	4	916e290b01cc693ea256c0adf6752323	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
	True	4	dc9b961b80973402dd7f9cbe0f4ec5d3	False	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
bef6ebe150c07a8e0a6b0450743f74b2;72b43e9f46227da13314d9770c5666f2	True	4	bef6ebe150c07a8e0a6b0450743f74b2	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
804a4d262632d637d36b7352cf47d842;35f4ab47cd701809bd5064d18a9f4e82	True	4	35f4ab47cd701809bd5064d18a9f4e82	True	e5b95c21a000aac3cf564432f0278ed3	зач	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
	True	4	6f9d91db3bce5d1547f9cd75e05ee6e9	False	e5b95c21a000aac3cf564432f0278ed3	4	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	5c846346a5ee0bbdb42422b3c0cd0572	True	e5b95c21a000aac3cf564432f0278ed3	3	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
5c846346a5ee0bbdb42422b3c0cd0572;e774668988753a026cb2c4623e3bbafc	True	4	e774668988753a026cb2c4623e3bbafc	True	e5b95c21a000aac3cf564432f0278ed3	ня	True	dd8468832e84dba48d41c3e7c33d36b8	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	98f290df5f3ee9401b97a986119498e9	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	98f290df5f3ee9401b97a986119498e9	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	3	True	98f290df5f3ee9401b97a986119498e9	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	ня	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	ня	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	ня	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	ня	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	ня	True	281adc4394432035a48d0c9e1fd6d734	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	ня	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	2	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	2	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	2	True	19f9d55451bfe636f055fb38216d675b	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	e2cd13df1157ebe374c0fc0150cd6ef7	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	e2cd13df1157ebe374c0fc0150cd6ef7	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	2/2/3	True	e2cd13df1157ebe374c0fc0150cd6ef7	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	2/2/ня/3	True	e2cd13df1157ebe374c0fc0150cd6ef7	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	2/3	True	e2cd13df1157ebe374c0fc0150cd6ef7	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	5	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	5	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	4	True	4e69f98475f20aa76437734ef89efb14	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	4	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	4	True	5c4669da12e044fe417788845f9f2b75	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	676d178f776d1424038b52cb14ae7a84	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	676d178f776d1424038b52cb14ae7a84	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	2/3	True	676d178f776d1424038b52cb14ae7a84	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	2/2/2/3	True	676d178f776d1424038b52cb14ae7a84	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	4	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	4	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	4	True	674ecc2e0fe71fd37ec6b1605b7e1363	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	5	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	3	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	3	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	3	True	7d1271bfbdba9f18330073aef13fc752	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	4	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	4	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	5	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	5	True	57e60b2572eefd75e9a0932f37263545	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	ня/ня	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/незач	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	ня/ня	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	2/2+/3	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	2/3	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	4	True	840bf791b9c183978a1ac8bdbe04dbfd	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	3	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	4	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	3	True	b5f3664e34b6f41994f7ae62fe8d29c0	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/зач	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	2/3	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	4	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	5	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	5	True	5d0db0c537b48a17bc87b722b86722e1	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	3	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	4	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	4	True	d335c4f212627356b1589f3c80527833	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/незач/зач	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	3	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	2/3	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	3	True	847ab0968200a426d9344e4daaf86995	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	6f2e975d7e88fa0d51b769fd74247aa8	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/незач/незач/зач	True	6f2e975d7e88fa0d51b769fd74247aa8	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	незач/зач	True	6f2e975d7e88fa0d51b769fd74247aa8	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	3	True	6f2e975d7e88fa0d51b769fd74247aa8	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	4	True	6f2e975d7e88fa0d51b769fd74247aa8	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	ня	True	eb442f82bc7ef0f764a6de9c97d874c9	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач	True	eb442f82bc7ef0f764a6de9c97d874c9	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	незач	True	eb442f82bc7ef0f764a6de9c97d874c9	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	ня	True	eb442f82bc7ef0f764a6de9c97d874c9	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	ня	True	eb442f82bc7ef0f764a6de9c97d874c9	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	зач	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	c950b09ba903445a368a66abb16b216c	False	619d132bc260fca691c67628c945f703	зач	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	4	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	5	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	4	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	4	True	93c635833d979e7acacf19b8dc08e1fb	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	ня/незач/зач	True	fad637de5cf83a3378cf20ae49f0b999	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/незач/незач/зач	True	fad637de5cf83a3378cf20ae49f0b999	17-18-winter
	True	1	7b8cab6cf5fcd7b9ff83b09b402ee1ea	False	619d132bc260fca691c67628c945f703	зач	True	fad637de5cf83a3378cf20ae49f0b999	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	2/3	True	fad637de5cf83a3378cf20ae49f0b999	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	2/3	True	fad637de5cf83a3378cf20ae49f0b999	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	28d6fc2590cff81193235564abe93cab	False	619d132bc260fca691c67628c945f703	незач/зач	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	197fbbbb0cb5d96ddf5b3436ff8b48a9	False	619d132bc260fca691c67628c945f703	3	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	1c134a6cee01d360dc9a20571d5ce32a	False	619d132bc260fca691c67628c945f703	3	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	619d132bc260fca691c67628c945f703	3	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	f144715f1507902e1df3850ee89980d5	False	619d132bc260fca691c67628c945f703	3	True	9015a1b6014cecd5e7a78d5069d1a4df	17-18-winter
	True	1	0c2b2c296ee2e8fd235e46d8320e55a7	False	619d132bc260fca691c67628c945f703	зач	True	dbddff1f27a2d035373f3a94651051d0	17-18-winter
	True	1	7993d82399d22ef102211ca72082f38b	False	619d132bc260fca691c67628c945f703	зач	True	dbddff1f27a2d035373f3a94651051d0	17-18-winter
